composition,Eg (eV),en_min,en_max,en_weighted_mean,en_spread,en_weighted_std
Cd5Ga2S2Te6,1.29,1.69,2.58,1.9886666666666668,0.8900000000000001,0.2925261621728142
AgSbS2,1.9,1.93,2.58,2.285,0.6500000000000001,0.29803523281652466
In0.01P0.01Ga0.99As0.99,1.43,,,,,
BiCuOSe,0.82,1.9,3.44,2.4775,1.54,0.6071398109167279
Cu4Sn7S16,0.8,1.9,2.58,2.3185185185185184,0.6800000000000002,0.3158961820048046
ZnTe,2.2,1.65,2.1,1.875,0.4500000000000002,0.2250000000000001
Ce1.3Lu0.7S3,1.25,,,,,
InP,1.35,1.78,2.19,1.9849999999999999,0.4099999999999999,0.20499999999999996
LiGaS2,3.76,0.98,2.58,1.9875,1.6,0.6611873788874074
Ag2.7Ba6Sn4.3S16,1.58,,,,,
Sm2YbCuS5,1.28,1.1,2.58,2.026666666666667,1.48,0.6560318420456265
Pb0.85Sn0.15Se,0.13,,,,,
K2Hg3Ge2S8,2.64,0.82,2.58,2.1533333333333333,1.7600000000000002,0.5844389522344391
CsScSe2O6,5.2,0.79,3.44,2.789,2.65,0.9324746645351819
CdTe,1.44,1.69,2.1,1.895,0.41000000000000014,0.20500000000000007
GaN,3.21,1.81,3.04,2.425,1.23,0.615
La2HfS5,0.7,1.1,2.58,2.05,1.48,0.6866585760041157
PbSe,0.22,2.33,2.55,2.44,0.21999999999999975,0.10999999999999988
Ba2B4O9H2,5.12,0.89,3.44,2.664705882352941,2.55,0.8977692461747409
ZrSe3,1.6,1.33,2.55,2.245,1.2199999999999998,0.5282754963085075
Cu2Se,1.5,1.9,2.55,2.1166666666666667,0.6499999999999999,0.30641293851417056
CdGa2Se4,2.75,1.69,2.55,2.2157142857142857,0.8599999999999999,0.38777228748168097
InN,2.4,1.78,3.04,2.41,1.26,0.63
AgAsS2,2.26,1.93,2.58,2.3175,0.6500000000000001,0.2769814975770043
SnS0.01Se0.99,0.89,,,,,
Mg3Sb2,0.8,1.31,2.05,1.6059999999999999,0.7399999999999998,0.3625244819319102
ZrC,0.6,1.33,2.55,1.94,1.2199999999999998,0.6099999999999999
NaI,6.75,0.93,2.66,1.7950000000000002,1.73,0.8650000000000001
CdSnP2,1.17,1.69,2.19,2.0075,0.5,0.20595812681222364
PtS,0.64,2.28,2.58,2.4299999999999997,0.30000000000000027,0.15000000000000013
TaGaS2,2.45,1.5,2.58,2.1175,1.08,0.4753091099484629
CsBiS2,1.39,0.79,2.58,1.9925000000000002,1.79,0.7309368987812833
ZnSe,2.69,1.65,2.55,2.0999999999999996,0.8999999999999999,0.44999999999999996
Sr2ScSbO6,3.57,0.95,3.44,2.5949999999999998,2.49,1.0732404204091457
CdGa2S4,3.44,1.69,2.58,2.232857142857143,0.8900000000000001,0.4025530767387535
KBiSe2,0.67,0.82,2.55,1.9849999999999999,1.73,0.7065585609133895
HgTe,0.18,2.0,2.1,2.05,0.10000000000000009,0.050000000000000044
La3FMo4O16,3.7,1.1,3.98,2.956666666666667,2.88,0.8579368016092767
TlN3,3.58,1.62,3.04,2.6850000000000005,1.42,0.6148780366869514
Sb2Se3,1.13,2.05,2.55,2.35,0.5,0.24494897427831783
VO2,0.4,1.63,3.44,2.8366666666666664,1.81,0.8532421826317673
Cs4Th2P6S18,2.8,0.79,2.58,2.2407142857142857,1.79,0.6125411273155961
Mg2Si,2.27,1.31,1.9,1.5066666666666666,0.5899999999999999,0.27812866726670865
CsSbTe2,0.43,0.79,2.1,1.76,1.31,0.5604016416821064
Ga0.6In0.4As,0.81,,,,,
In0.99As0.99Cd0.01Te0.01,0.76,,,,,
Ga0.5In0.5As,0.75,,,,,
PbSe,0.29,2.33,2.55,2.44,0.21999999999999975,0.10999999999999988
RbBi3Se5,0.48,0.82,2.55,2.1811111111111114,1.73,0.5386081743086516
TbIn3S6,1.2,1.1,2.58,2.192,1.48,0.5103880876352818
PbCoO3,0.28,1.88,3.44,2.906,1.56,0.6693160688344484
KSbSe2,1.72,0.82,2.55,1.9924999999999997,1.73,0.7070493264263816
RbH2I3O9,4.07,0.82,3.44,2.9440000000000004,2.62,0.73369203348544
EuN,1.25,1.2,3.04,2.12,1.84,0.92
CuAlTe2,2.06,1.61,2.1,1.9275,0.49,0.2006707502353046
Bi2Te0.3Se2.7,0.24,,,,,
La2Se3,1.97,1.1,2.55,1.97,1.4499999999999997,0.7103520254071215
Tl3VS4,1.7,1.62,2.58,2.1012500000000003,0.96,0.4787597910225962
Na2Ti3O7,3.51,0.93,3.44,2.5466666666666664,2.51,1.0744636905090008
Pb0.995TeIn0.005,0.43,,,,,
CdSe,1.85,1.69,2.55,2.12,0.8599999999999999,0.42999999999999994
In0.9As0.9Ga0.1P0.1,0.45,,,,,
RbCaBO3,3.67,0.82,3.44,2.3633333333333333,2.62,1.141835753901974
CuInS2,1.57,1.78,2.58,2.21,0.8,0.3724244889907215
ZnO,3.2,1.65,3.44,2.545,1.79,0.895
Cu0.5Ga1.5Se2.5,1.76,,,,,
KGaSe2,2.6,0.82,2.55,1.9324999999999999,1.73,0.7098019089858802
KIO3,3.83,0.82,3.44,2.7600000000000002,2.62,1.0159527548070333
Ga0.9Sb0.9Zn0.1Te0.1,1.0,,,,,
PdTe2,1.8,2.1,2.2,2.1333333333333333,0.10000000000000009,0.04714045207910321
Zn3B2O6,2.6,1.65,3.44,2.6972727272727273,1.79,0.8237507446164758
CuGaSe2,1.71,1.81,2.55,2.2024999999999997,0.7399999999999998,0.34895379350280736
RbNb3Te2O12,3.49,0.82,3.44,2.838888888888889,2.62,0.8853241019152809
Tl2S,1.0,1.62,2.58,1.9400000000000002,0.96,0.4525483399593904
ZnS,3.68,1.65,2.58,2.115,0.9300000000000002,0.4650000000000001
CdAs2,1.0,1.69,2.18,2.016666666666667,0.4900000000000002,0.23098821518760562
LiGaSe2,3.57,0.98,2.55,1.9725,1.5699999999999998,0.6477798622989139
CdSe,1.86,1.69,2.55,2.12,0.8599999999999999,0.42999999999999994
GaTc,1.42,1.81,1.9,1.855,0.08999999999999986,0.04499999999999993
CdIn2S4,2.7,1.69,2.58,2.224285714285714,0.8900000000000001,0.41168146989275733
GaAs,1.52,1.81,2.18,1.995,0.3700000000000001,0.18500000000000005
AlSb,1.52,1.61,2.05,1.83,0.4399999999999997,0.21999999999999986
Pb0.85Sn0.15Te,0.15,,,,,
Pb0.77Sn0.23Te,0.04,,,,,
CdSiP2,2.2,1.69,2.19,1.9925,0.5,0.21099466817907983
K2Se,1.8,0.82,2.55,1.3966666666666665,1.73,0.8155298209684847
SbSI,1.93,2.05,2.66,2.43,0.6100000000000003,0.27067816067549066
In6Se7,0.34,1.78,2.55,2.1946153846153846,0.7699999999999998,0.38385925675185006
Sb2Se3,1.15,2.05,2.55,2.35,0.5,0.24494897427831783
InP,1.42,1.78,2.19,1.9849999999999999,0.4099999999999999,0.20499999999999996
GaAs0.8P0.2,1.62,,,,,
Bi24BO39,2.91,2.02,3.44,2.885625,1.42,0.6924184857259373
Cu2MgGeS4,2.36,1.31,2.58,2.1799999999999997,1.27,0.4447752241301217
BaGa2GeS6,3.26,0.89,2.58,2.2,1.69,0.5406292629889728
K10Co4Sn4S17,1.31,0.82,2.58,1.9262857142857144,1.7600000000000002,0.746737994649436
PbS,0.31,2.33,2.58,2.455,0.25,0.125
K2.15Pb1.7Sb8.15Se15,0.6,,,,,
Hg6.5As4CdCl6,2.05,,,,,
PbS,0.38,2.33,2.58,2.455,0.25,0.125
CdS,2.66,1.69,2.58,2.135,0.8900000000000001,0.44500000000000006
CsAsSe2,2.0,0.79,2.55,2.0175,1.7599999999999998,0.7246162777636174
TlCr5S5Se3,0.89,1.62,2.58,2.176428571428571,0.96,0.4532518559233477
AgSbTe2,0.48,1.93,2.1,2.045,0.17000000000000015,0.06946221994724908
NaInTe2O6,4.0,0.93,3.44,2.755,2.51,0.891888445939289
CdS,2.58,1.69,2.58,2.135,0.8900000000000001,0.44500000000000006
Pb3Cl4TeO3,3.79,2.1,3.44,2.913636363636364,1.3399999999999999,0.5007135404468076
Na0.5Pb1.75GeS4,2.08,,,,,
LiAsS2,1.6,0.98,2.58,2.08,1.6,0.6557438524302001
Cs4Ag9Sb4S12,2.0,0.79,2.58,2.0582758620689656,1.79,0.5827643337814225
CuGa3Se5,1.89,1.81,2.55,2.231111111111111,0.7399999999999998,0.3574739911112242
RuP2,1.0,2.19,2.2,2.1933333333333334,0.010000000000000231,0.004714045207910426
InSb,0.22,1.78,2.05,1.915,0.2699999999999998,0.1349999999999999
ZnO,3.26,1.65,3.44,2.545,1.79,0.895
AgGaS2,2.64,1.81,2.58,2.225,0.77,0.35752622281449514
CaI2,5.98,1.0,2.66,2.106666666666667,1.6600000000000001,0.7825315045131127
GaAs0.99P0.01,1.37,,,,,
PbTe,0.22,2.1,2.33,2.215,0.22999999999999998,0.11499999999999999
Nd2O3,4.4,1.14,3.44,2.52,2.3,1.126765281680262
GeO2,5.54,2.01,3.44,2.9633333333333334,1.4300000000000002,0.6741084647311754
Hg0.77Cd0.23Te,0.21,,,,,
RbPbPO4,4.35,0.82,3.44,2.7285714285714286,2.62,0.9347334008219911
Li2MoTeO6,3.5,0.98,3.44,2.686,2.46,0.9925744304584921
CuIn3Te5,1.01,1.78,2.1,1.9711111111111113,0.32000000000000006,0.14820739556029394
LiGd5P2O13,3.73,0.98,3.44,2.6704761904761902,2.46,1.01954927572118
AgS,1.34,1.93,2.58,2.255,0.6500000000000001,0.32500000000000007
Li2HgSiS4,2.68,0.98,2.58,2.0225,1.6,0.65501431282072
InN,2.21,1.78,3.04,2.41,1.26,0.63
CdSb,0.53,1.69,2.05,1.8699999999999999,0.3599999999999999,0.17999999999999994
EuTb2Se4,2.0,1.1,2.55,1.9428571428571428,1.4499999999999997,0.7017470909037219
As2S3,2.6,2.18,2.58,2.4200000000000004,0.3999999999999999,0.1959591794226542
GaSe,2.07,1.81,2.55,2.1799999999999997,0.7399999999999998,0.3699999999999999
CdGa2Se4,2.41,1.69,2.55,2.2157142857142857,0.8599999999999999,0.38777228748168097
CdSiAs2,1.51,1.69,2.18,1.9875,0.4900000000000002,0.20632195714465304
KBiCu2S3,1.29,0.82,2.58,2.0542857142857143,1.7600000000000002,0.585707317031715
PbSe,0.28,2.33,2.55,2.44,0.21999999999999975,0.10999999999999988
ZnIn2Se4,1.95,1.65,2.55,2.2014285714285715,0.8999999999999999,0.4044901048208215
InSe,1.29,1.78,2.55,2.165,0.7699999999999998,0.3849999999999999
In2Bi3Se7I,1.38,1.78,2.66,2.3176923076923077,0.8800000000000001,0.3209398181340316
SbSBr,2.22,2.05,2.96,2.53,0.9100000000000001,0.3731844941401863
Pb0.99TeIn0.01,0.53,,,,,
K2MnSnSe4,1.7,0.82,2.55,1.91875,1.73,0.7199034223421915
IrSe2,0.9,2.2,2.55,2.433333333333333,0.34999999999999964,0.16499158227686092
VFeSb,0.46,1.63,2.05,1.8366666666666667,0.41999999999999993,0.17152907107024806
LaGaS3,2.5,1.1,2.58,2.13,1.48,0.5951134345652096
CsBi2,0.55,0.79,2.02,1.61,1.23,0.5798275605729689
PbSnS3,0.9,1.96,2.58,2.406,0.6200000000000001,0.24311314238436396
GeSe,1.38,2.01,2.55,2.28,0.54,0.27
CaTe,4.3,1.0,2.1,1.55,1.1,0.55
ZnIn2Se4,2.05,1.65,2.55,2.2014285714285715,0.8999999999999999,0.4044901048208215
RbNbSe2O7,4.1,0.82,3.44,2.8727272727272726,2.62,0.8683536241237931
HgIn2Te4,1.17,1.78,2.1,1.9942857142857144,0.32000000000000006,0.1396789321323465
CdS0.55Se0.45,2.05,,,,,
K2S,2.1,0.82,2.58,1.4066666666666665,1.7600000000000002,0.8296719565922158
Zn0.99Hg0.01Se,2.6,,,,,
Tl4CdI6,2.8,1.62,2.66,2.193636363636364,1.04,0.5112244254954379
Cu0.1In1.9Se2.9,1.45,,,,,
PbTe,0.33,2.1,2.33,2.215,0.22999999999999998,0.11499999999999999
BaSe,3.7,0.89,2.55,1.72,1.6599999999999997,0.83
HgBr2,3.59,2.0,2.96,2.64,0.96,0.4525483399593904
Cd3P2,0.53,1.69,2.19,1.89,0.5,0.2449489742783178
Ga1.1Sb0.9Te0.3,0.7,,,,,
Ag2O,1.6,1.93,3.44,2.433333333333333,1.51,0.7118208263944579
Cd3Sb2,0.3,1.69,2.05,1.834,0.3599999999999999,0.17636326148038875
CsTm9Cd4Se18,2.16,0.79,2.55,2.0218749999999996,1.7599999999999998,0.62100441574517
Bi2Te0.4Se2.6,0.7,,,,,
EuTe,2.06,1.2,2.1,1.65,0.9000000000000001,0.45000000000000007
NaYTe4O10,3.9,0.93,3.44,2.809375,2.51,0.8677518996666039
K2La2Ti3O10,3.05,0.82,3.44,2.521176470588235,2.62,1.1156105284601219
Pb0.99Ge0.01Se,0.27,,,,,
TlInTe2,0.62,1.62,2.1,1.9000000000000001,0.48,0.20784609690826528
Pb0.9Se0.9Ge0.1S0.1,0.32,,,,,
K2Mo2Se2O11,3.3,0.82,3.44,2.8764705882352937,2.62,0.8808815182162402
ZnIn2S4,2.6,1.65,2.58,2.218571428571429,0.9300000000000002,0.41926563592713845
PbBr2,3.31,2.33,2.96,2.75,0.6299999999999999,0.29698484809834996
As2S5,2.48,2.18,2.58,2.4657142857142857,0.3999999999999999,0.1807015805810502
LaCuOSe,2.83,1.1,3.44,2.2474999999999996,2.34,0.8589346599130808
NaH3Se2O6,4.9,0.93,3.44,2.7724999999999995,2.51,0.7719253526086572
IrSSe,1.2,2.2,2.58,2.4433333333333334,0.3799999999999999,0.17249798710580805
GaAs,1.43,1.81,2.18,1.995,0.3700000000000001,0.18500000000000005
GeS,1.68,2.01,2.58,2.295,0.5700000000000003,0.28500000000000014
MgO,7.7,1.31,3.44,2.375,2.13,1.065
SbSI,1.95,2.05,2.66,2.43,0.6100000000000003,0.27067816067549066
GaN,3.5,1.81,3.04,2.425,1.23,0.615
Cu2ZnSiTe4,1.47,1.65,2.1,1.96875,0.4500000000000002,0.1519405722642903
OsAs2,0.92,2.18,2.2,2.186666666666667,0.020000000000000018,0.009428090415820642
CdTeO3,3.91,1.69,3.44,2.822,1.75,0.7679166621450534
Pb0.85Sn0.15Te,0.23,,,,,
KIO3,4.02,0.82,3.44,2.7600000000000002,2.62,1.0159527548070333
Hg4As2UCl6,1.9,2.0,3.16,2.61,1.1600000000000001,0.5532630477449222
RhS3,1.5,2.28,2.58,2.505,0.30000000000000027,0.1299038105676659
AgNb2PS10,1.78,1.6,2.58,2.365714285714286,0.98,0.3637643327704331
ZnS,3.56,1.65,2.58,2.115,0.9300000000000002,0.4650000000000001
Sm3S3BO3,2.5,1.17,3.44,2.3609999999999998,2.27,0.8941526715276312
GdScS3,2.1,1.2,2.58,2.06,1.3800000000000001,0.6388740094885689
In6S7,0.89,1.78,2.58,2.210769230769231,0.8,0.39881481220971454
EuIn2Se4,1.31,1.2,2.55,2.137142857142857,1.3499999999999999,0.5092210938766967
Cs2AgBiBr6,2.19,0.79,2.96,2.3289999999999997,2.17,0.8591094225999386
Pb0.9Sn0.1Se,0.17,,,,,
PbS,0.39,2.33,2.58,2.455,0.25,0.125
LiGaTe2,2.31,0.98,2.1,1.7475,1.12,0.45865973226347223
CdSiP2,2.4,1.69,2.19,1.9925,0.5,0.21099466817907983
OsSb2,0.21,2.05,2.2,2.1,0.15000000000000036,0.07071067811865492
CeTaN2O,1.9,1.12,3.44,2.428,2.32,0.9322317308480761
Ag3AsS3,2.03,1.93,2.58,2.244285714285714,0.6500000000000001,0.3020339215980854
Ce4InSbSe9,1.69,1.12,2.55,2.084,1.4299999999999997,0.6199548370647654
CdS,2.66,1.69,2.58,2.135,0.8900000000000001,0.44500000000000006
YN,1.9,1.22,3.04,2.13,1.82,0.91
CdSnP2,1.16,1.69,2.19,2.0075,0.5,0.20595812681222364
TbClWO4,4.24,1.1,3.44,2.9114285714285715,2.34,0.8250269012311671
CdIn2Se4,1.3,1.69,2.55,2.207142857142857,0.8599999999999999,0.3968704101454019
LiAsSe2,1.1,0.98,2.55,2.065,1.5699999999999998,0.6443795465407014
RbCl,8.5,0.82,3.16,1.99,2.3400000000000003,1.17
ZnAs2,0.92,1.65,2.18,2.0033333333333334,0.5300000000000002,0.24984439601924693
CoSb2,0.2,1.88,2.05,1.9933333333333332,0.16999999999999993,0.08013876853447535
SnS0.99Se0.01,1.11,,,,,
BaPdI4O12,1.97,0.89,3.44,3.0561111111111114,2.55,0.6591673104833676
Fe2O3,2.2,1.83,3.44,2.7960000000000003,1.6099999999999999,0.7887356971761833
Hg0.2Zn0.8Te,1.4,,,,,
Ge0.88Si0.12,0.84,,,,,
GaSe,2.1,1.81,2.55,2.1799999999999997,0.7399999999999998,0.3699999999999999
NaSbP2S6,2.17,0.93,2.58,2.284,1.65,0.4930963394713045
K2Ge3B2O10,5.38,0.82,3.44,2.7147058823529413,2.62,0.934332839341142
Bi2S3,1.4,2.02,2.58,2.3560000000000003,0.56,0.274342851191716
Pr2GeSe5,1.8,1.13,2.55,2.1275,1.42,0.6017007146414236
SrTiO3,3.4,0.95,3.44,2.5620000000000003,2.49,1.0913917720049018
Ag3SbS3,2.02,1.93,2.58,2.2257142857142855,0.6500000000000001,0.3093244779403358
As2S3,3.0,2.18,2.58,2.4200000000000004,0.3999999999999999,0.1959591794226542
As2S3,2.06,2.18,2.58,2.4200000000000004,0.3999999999999999,0.1959591794226542
Rb2CuVS4,1.85,0.82,2.58,1.93625,1.7600000000000002,0.7284218815356935
Rb4Mo5P2O22,3.51,0.82,3.44,2.852727272727272,2.62,0.911097482484466
InAs,0.43,1.78,2.18,1.98,0.40000000000000013,0.20000000000000007
Ag3SbS3,2.33,1.93,2.58,2.2257142857142855,0.6500000000000001,0.3093244779403358
K2CuVS4,1.82,0.82,2.58,1.93625,1.7600000000000002,0.7284218815356935
GaAs,1.52,1.81,2.18,1.995,0.3700000000000001,0.18500000000000005
Cu3TbSe3,0.16,1.1,2.55,2.064285714285714,1.4499999999999997,0.49548986274356066
Sm2Se3,2.3,1.17,2.55,1.9979999999999998,1.38,0.676059169008157
AgInS2,1.9,1.78,2.58,2.2175000000000002,0.8,0.3663587722438212
Cs4Cu3Bi9S17,0.6,0.79,2.58,2.1484848484848484,1.79,0.5742247538658097
LiB3O5,8.0,0.98,3.44,2.6999999999999997,2.46,0.8821186617078982
Bi2V2Se4O16,2.2,1.63,3.44,3.0224999999999995,1.81,0.6314681966127299
Mg2GeSe4,2.02,1.31,2.55,2.1185714285714283,1.2399999999999998,0.5429924643367812
CdIn2Se4,2.0,1.69,2.55,2.207142857142857,0.8599999999999999,0.3968704101454019
In0.99P0.99Ga0.01As0.01,1.3,,,,,
CdS,2.59,1.69,2.58,2.135,0.8900000000000001,0.44500000000000006
NaBr,7.26,0.93,2.96,1.945,2.03,1.015
CdGeAs2,0.65,1.69,2.18,2.015,0.4900000000000002,0.20006249023742564
OsSb2,0.2,2.05,2.2,2.1,0.15000000000000036,0.07071067811865492
GaAs0.01Sb0.99,1.37,,,,,
BiBr3,2.66,2.02,2.96,2.7249999999999996,0.94,0.4070319397786861
Ga0.99Al0.01P,2.27,,,,,
CdSb,0.46,1.69,2.05,1.8699999999999999,0.3599999999999999,0.17999999999999994
ReSe2,1.15,1.9,2.55,2.3333333333333335,0.6499999999999999,0.30641293851417056
EuS,1.65,1.2,2.58,1.8900000000000001,1.3800000000000001,0.6900000000000001
Pb2BO3Cl,3.99,2.04,3.44,2.882857142857143,1.4,0.5769058919470881
Pb0.96TeIn0.04,0.37,,,,,
CsInSe2,2.81,0.79,2.55,1.9175,1.7599999999999998,0.7228891685452202
In0.6As0.6Ga0.4P0.4,1.25,,,,,
Ga0.5As0.5Zn0.5Se0.5,1.52,,,,,
Na2CsSb,0.8,0.79,2.05,1.175,1.2599999999999998,0.5084043666216882
TlInS2,2.2,1.62,2.58,2.14,0.96,0.4436214602563767
ZnIn2Te4,1.87,1.65,2.1,1.9442857142857142,0.4500000000000002,0.18422479613288786
Ag3AsSe3,2.2,1.93,2.55,2.2314285714285718,0.6199999999999999,0.28777116759320964
K10Co4Sn4S17,1.8,0.82,2.58,1.9262857142857144,1.7600000000000002,0.746737994649436
OsPS,1.4,2.19,2.58,2.3233333333333337,0.3900000000000001,0.18153665072253472
CuGa1.6In0.4S3.5,2.15,,,,,
Cu3SmS3,1.82,1.17,2.58,2.087142857142857,1.4100000000000001,0.48916004642694216
ZnGeAs2,1.1,1.65,2.18,2.005,0.5300000000000002,0.21639085008382414
InSb0.01As0.99,0.17,,,,,
Gd2Mo3O12,4.18,1.2,3.44,2.9505882352941177,2.24,0.7999446347623822
PbBr2,3.5,2.33,2.96,2.75,0.6299999999999999,0.29698484809834996
Ba2BiInS5,1.55,0.89,2.58,2.0533333333333332,1.69,0.6806369565830721
BiFeSe3O9,2.54,1.83,3.44,3.032857142857143,1.6099999999999999,0.5771905920853498
Cu2CdSnSe4,0.96,1.69,2.55,2.20625,0.8599999999999999,0.3513167196419777
Li3ScN2,2.9,0.98,3.04,1.7299999999999998,2.06,0.9360021367496979
InBi2Se4Br,1.21,1.78,2.96,2.3725,1.18,0.36584662086726993
GeS2,3.54,2.01,2.58,2.39,0.5700000000000003,0.26870057685088816
Pb0.999TeIn0.001,0.3,,,,,
CuSbS2,1.38,1.9,2.58,2.2775,0.6800000000000002,0.3071135783386988
CaO,7.03,1.0,3.44,2.2199999999999998,2.44,1.22
LiMoIO6,2.8,0.98,3.44,2.937777777777778,2.46,0.8184236579856531
Hg0.9Cd0.1Se,1.32,,,,,
Pb0.8Ge0.2Se,0.35,,,,,
TlSbS2,1.42,1.62,2.58,2.2075,0.96,0.40232915628872834
Cs2Hg3I8,2.56,0.79,2.66,2.2199999999999998,1.87,0.6670140120774768
Ba2InSmSe5,2.22,0.89,2.55,1.9422222222222223,1.6599999999999997,0.7214149334279403
SbSeBr,1.87,2.05,2.96,2.52,0.9100000000000001,0.37211109452241103
K2Al2B2O7,6.89,0.82,3.44,2.5399999999999996,2.62,1.0309293790630785
PbTe,0.21,2.1,2.33,2.215,0.22999999999999998,0.11499999999999999
CuInS2,1.54,1.78,2.58,2.21,0.8,0.3724244889907215
AlSb,1.32,1.61,2.05,1.83,0.4399999999999997,0.21999999999999986
Zn0.9S0.9Ga0.1P0.1,2.8,,,,,
Ag2O,1.4,1.93,3.44,2.433333333333333,1.51,0.7118208263944579
Sb2Te3,0.3,2.05,2.1,2.08,0.050000000000000266,0.024494897427831914
CsHgInS3,2.3,0.79,2.58,2.0516666666666667,1.79,0.6462305230247863
Ge0.542Si0.458,2.24,,,,,
CuInTe2,0.89,1.78,2.1,1.97,0.32000000000000006,0.13674794331177348
HgGa2Se4,1.95,1.81,2.55,2.2600000000000002,0.7399999999999998,0.33995798059676213
Sr3Ti2O7,3.26,0.95,3.44,2.500833333333333,2.49,1.126790858539813
RuTe2,0.25,2.1,2.2,2.1333333333333333,0.10000000000000009,0.04714045207910321
CdTe,1.53,1.69,2.1,1.895,0.41000000000000014,0.20500000000000007
CuInGeSe4,1.3,1.78,2.55,2.27,0.7699999999999998,0.3291113576197055
GeTe2,0.3,2.01,2.1,2.07,0.0900000000000003,0.042426406871193
Zn3V2TeO10,2.96,1.63,3.44,2.7943749999999996,1.81,0.8400444091683487
Zn3As2,0.51,1.65,2.18,1.8619999999999997,0.5300000000000002,0.25964591273501697
K2Hg3S1.03Se2.97,2.11,,,,,
NaSbP2S6,2.25,0.93,2.58,2.284,1.65,0.4930963394713045
InSb,0.24,1.78,2.05,1.915,0.2699999999999998,0.1349999999999999
YNiSb,0.18,1.22,2.05,1.7266666666666666,0.8299999999999998,0.3627977704206879
NaAsSe2,1.57,0.93,2.55,2.0525,1.6199999999999997,0.6654462788234674
PbI2,2.41,2.33,2.66,2.5500000000000003,0.33000000000000007,0.1555634918610405
As2S3,2.1,2.18,2.58,2.4200000000000004,0.3999999999999999,0.1959591794226542
RbMn4Ga5Te12,1.53,0.82,2.1,1.875909090909091,1.2800000000000002,0.31363932804923167
Cs2Hg5.75Cd0.25S7,1.66,,,,,
NiO,4.0,1.91,3.44,2.675,1.53,0.7650000000000001
CsI,6.4,0.79,2.66,1.725,1.87,0.935
Se2B2O7,4.64,2.04,3.44,3.0236363636363635,1.4,0.5718593712582384
Cd3P2,0.5,1.69,2.19,1.89,0.5,0.2449489742783178
SiTe2,1.85,1.9,2.1,2.033333333333333,0.20000000000000018,0.09428090415820642
Cs2PdP2Se6,1.6,0.79,2.55,2.132727272727273,1.7599999999999998,0.6509865367842718
Cu2SnSe3,0.7,1.9,2.55,2.235,0.6499999999999999,0.31563428204173255
LaCuOTe,2.31,1.1,3.44,2.135,2.34,0.8412342123332834
BaSi2,1.3,0.89,1.9,1.5633333333333332,1.0099999999999998,0.476118565998942
K2CeP2O8,2.46,0.82,3.44,2.666153846153846,2.62,1.0543429485961568
GaAs0.6P0.4,1.91,,,,,
Li2HgSnS4,2.32,0.98,2.58,2.0300000000000002,1.6,0.6539113089708727
NaCl,8.5,0.93,3.16,2.045,2.23,1.115
CdIn2S4,2.3,1.69,2.58,2.224285714285714,0.8900000000000001,0.41168146989275733
Pb0.95Ge0.05Te,0.34,,,,,
InN,2.09,1.78,3.04,2.41,1.26,0.63
KI,5.92,0.82,2.66,1.74,1.8400000000000003,0.92
As2Te3,1.62,2.1,2.18,2.132,0.08000000000000007,0.03919183588453088
BSb,2.6,2.04,2.05,2.045,0.009999999999999787,0.004999999999999893
CrO3,1.4,1.66,3.44,2.995,1.78,0.7707626093681504
CsBiSe2,1.07,0.79,2.55,1.9775,1.7599999999999998,0.7189358455383901
Mg3As2,2.2,1.31,2.18,1.6580000000000001,0.8700000000000001,0.426211215244273
CsCu2SbS3,1.63,0.79,2.58,2.0542857142857143,1.79,0.5946393178787852
AsI3,2.47,2.18,2.66,2.54,0.48,0.20784609690826528
Hg2Cl2,3.8,2.0,3.16,2.58,1.1600000000000001,0.5800000000000001
Bi2Cu0.96Se3I,0.68,,,,,
CdS0.01Se0.99,1.68,,,,,
NaAsSe2,1.56,0.93,2.55,2.0525,1.6199999999999997,0.6654462788234674
TlSe,0.96,1.62,2.55,2.085,0.9299999999999997,0.46499999999999986
Rb4Ag9Sb4S12,2.0,0.82,2.58,2.0624137931034485,1.7600000000000002,0.5737814985563865
AgIn9Te14,1.5,1.78,2.1,1.9729166666666667,0.32000000000000006,0.1531469655447197
Ba2SnSe4,1.9,0.89,2.55,1.9914285714285713,1.6599999999999997,0.7245970027032478
SnS,1.26,1.96,2.58,2.27,0.6200000000000001,0.31000000000000005
BiOCl,3.46,2.02,3.44,2.8733333333333335,1.42,0.6141299174894149
ZnO,3.44,1.65,3.44,2.545,1.79,0.895
TiNiSb,0.42,1.54,2.05,1.8333333333333333,0.5099999999999998,0.21514852750806557
ZnS,3.67,1.65,2.58,2.115,0.9300000000000002,0.4650000000000001
Cu0.01Ga1.99Se2.99,1.99,,,,,
Cu0.5In1.5Se2.5,1.24,,,,,
Na8Al8Si38,0.64,0.93,1.9,1.7133333333333336,0.9699999999999999,0.3420634552351469
AgI,2.92,1.93,2.66,2.295,0.7300000000000002,0.3650000000000001
Cu0.3Ga1.7S2.7,2.6,,,,,
Ge2Sb2Te5,0.5,2.01,2.1,2.0688888888888886,0.0900000000000003,0.03725123247608949
CsPbPO4,4.39,0.79,3.44,2.724285714285714,2.65,0.9435019440188488
KH3Se2O6,4.9,0.82,3.44,2.763333333333333,2.62,0.7940857776224318
PdPAs,0.45,2.18,2.2,2.19,0.020000000000000018,0.008164965809277268
K2Sm2Ti3O10,3.26,0.82,3.44,2.5294117647058822,2.62,1.1052999091981128
Sn2WO5,2.6,1.96,3.44,2.9349999999999996,1.48,0.6620989352053059
